YEAR,W_1_1,W_1_2,W_1_3,W_1_4,W_2_1,W_2_2,W_2_3,W_2_4,W_3_1,W_3_2,W_3_3,W_3_4,W_4_1,W_4_2,W_4_3,W_4_4,W_5_1,W_5_2,W_5_3,W_5_4,W_6_1,W_6_2,W_6_3,W_6_4,W_7_1,W_7_2,W_7_3,W_7_4,W_8_1,W_8_2,W_8_3,W_8_4,W_9_1,W_9_2,W_9_3,W_9_4,W_10_1,W_10_2,W_10_3,W_10_4,W_11_1,W_11_2,W_11_3,W_11_4,W_12_1,W_12_2,W_12_3,W_12_4,W_13_1,W_13_2,W_13_3,W_13_4,W_14_1,W_14_2,W_14_3,W_14_4,W_15_1,W_15_2,W_15_3,W_15_4,W_16_1,W_16_2,W_16_3,W_16_4,W_17_1,W_17_2,W_17_3,W_17_4,W_18_1,W_18_2,W_18_3,W_18_4,YIELD_1,YIELD_2,YIELD_3,YIELD_4,T,R
1,21.430836837473816,18.457140461696504,21.314073894814136,14.343274550989053,22.2284884291078,20.50142984162589,22.516441955929945,18.206659591473127,24.205256169529317,22.691300083471013,24.072041630472285,20.576740628632525,29.859199341015472,27.260250680892323,29.159849074951172,25.947666479849,30.43417493267885,27.791137654121684,29.522391691134796,25.64817918940668,26.467017471444944,24.8140656601559,26.56703274436739,22.14966768373816,27.300290416517367,23.956368520513745,28.24985446069317,23.98559095010924,22.5092766537581,19.60229044319704,24.60616128850249,18.9075304705727,16.3882109815985,13.253546738866318,19.268684633104645,10.577360409619429,1.2373465882238712,0.1431907448143728,1.891105707442584,1.0360850530382346,1.4671492787279354,0.9250054026412132,3.610893256612671,0.8796513593495583,1.357827224251542,2.751680429208009,2.1483658627527413,5.583976531634195,0.8756488429557777,1.1965596988833904,2.317832287321661,0.3199736081338535,0.3050320741970735,0.7840464518125713,0.8229357984792547,1.6127614992516928,1.6738516394527312,1.505208849143425,2.60693395060055,3.304208621911328,0.2145755093379021,0.2407567743547749,1.8831974881810796,0.0608185870210919,0.5336828849494363,1.617602612977605,1.297794973580631,1.5405830257798971,1.4969043722238664,1.8182094984439487,7.477725651957194,3.2149334914484773,5.54,6.61,10.39,5.77,22.91026340683401,1.4437494435119425
2,18.84176663435606,16.874268446632797,20.87508304528408,14.787674447942264,25.165940777702847,22.28011452461825,26.03884526677001,21.58107506420263,24.16926665040094,21.16254637797629,24.51670802199976,18.33822715973651,28.74232966608839,25.89632754026298,27.63377623333368,24.803603766929857,27.342034954768184,25.08774176668364,26.951666540915078,24.632332390381112,27.94537925139022,24.74388675019421,27.92649616537786,23.19585282351461,25.71064099300139,24.167741751466927,26.53460689573944,21.91389751923574,22.343697582475063,19.94052600197675,25.968637639136958,19.30172381941897,19.79796107279364,17.074695097041893,23.55462341018963,15.64614927896185,2.509957230733315,0.9426012755709798,4.745317911455083,3.295700141947587,0.3815457548040784,1.811827086937172,1.8725294120260223,2.556876147838994,0.9498279821656532,2.923050672425412,4.237159759256402,2.1650087562483686,0.2202604878890892,0.3847163289506844,0.0869093973730504,2.165767639832652,1.0741145394551874,2.876004023226961,1.4606377444589875,1.7910101458202696,0.0409138548274217,1.5354510777609185,2.1633135679592064,3.0129678407912746,0.6059786789862429,1.5099376520009546,7.340031958683246,4.316012471115819,0.5599629479773018,1.652337876413253,3.8630877486106208,2.021235563281576,0.6829411615465992,0.2793523924875659,2.659762800899324,0.8144438051710264,4.39,6.86,8.49,8.65,23.096884592469465,1.4010055540288089
4,21.12596294800804,19.69347262575265,21.523341729980828,16.394038152515876,23.27059649375534,20.14537322319226,21.54289953388266,15.535681230890097,22.94989620342078,20.46713427161375,23.034071812013305,18.223575313592512,26.5940439194988,24.132816087135872,26.32731490984409,22.134249962484205,31.557703962744476,29.392684319242573,30.36228946348849,28.199316806022026,28.46461038658955,26.25070982421129,27.50365681248641,23.880179095496267,27.306957110324657,25.5473272909102,27.8391654245102,23.346451933730208,26.99966416317901,24.123738566322164,29.76447876107192,24.746668447383644,16.666535151161884,14.200615965309536,18.29096315436586,12.876404504018062,1.6452178511438569,1.1911669426935936,3.405621191378664,2.2407808060440533,0.5942248295867611,0.0495565994892688,0.3631189863495926,2.920387315199851,0.7504451145139515,0.3304404668849376,1.941876419248324,1.472874162366932,4.215740100706457,2.860206593979692,0.2594906661348559,1.2353405458554791,0.5554963555812182,0.3990631144983708,0.814973581345862,3.050564140572095,0.7480369696239224,0.5064966956244279,1.240040295526423,0.8996643322409066,2.474335111740348,1.7000473366535345,0.611056217643181,1.561178755165611,0.4078354206333996,0.2168373764235008,1.7467793995611465,0.9752999347216778,1.93805267561628,2.1665991691512976,1.7088293320075054,3.242242165377112,8.86,6.32,7.31,7.4,23.34484971000415,1.3987594493074758
5,21.99618971351036,19.270327203309265,23.176501337931832,16.52053597118019,21.64252297298365,19.85534280206548,22.8979752927412,18.25649051916458,25.650658210510112,22.419602613796464,25.645544639677308,21.174848397392037,24.48345542152989,22.54417818626356,24.42870850439124,20.004172522847927,27.86996701287303,25.850836412056964,27.29003769425598,24.17073975220096,28.043912963693195,25.152373105380374,27.83258948985264,22.602071254035927,24.341040329994023,22.76759319512316,25.620254890613943,20.77821869509388,23.18647385414721,20.256196494019186,25.852238256041367,19.03804655284911,17.324681877228766,14.672091702737346,20.31864879844838,13.80135607307292,0.2467856521273231,0.2353940725320543,3.118457417198743,1.3754931920272544,3.693981290241324,1.954578319431405,3.646369032107836,2.0569083950887994,0.1337197207484428,0.6904261139040583,1.6669101957649848,2.5109929825647326,2.433364396483026,2.906684519663004,4.547930714417004,3.1459743110044047,0.4633823305002096,1.007086025740508,0.7651623512701138,0.8485595170359401,0.7426373123679015,0.6851286924467156,0.1533060599756925,0.6915621100560132,1.5340519875605054,2.1384787372026635,2.582795077882189,8.258601850540938,0.6587532326752737,2.093338221247337,5.194152247983791,0.922071566383758,0.9933837852881304,2.122631306338824,2.767305788108883,2.896563437639177,6.74,6.35,11.57,5.57,22.409345075361486,1.532564861746711
6,18.1532447219012,15.776531586215986,19.729241183600973,13.277694561757423,22.79357907034589,19.943839657619133,23.59534318751447,18.20796337191232,24.875794783827597,22.11476809901916,24.72048454627263,20.138454186556185,29.068950618454487,26.16556314265615,27.67439362207954,23.86821543829517,26.67385450384159,24.170113787752666,26.2965097115434,21.69269193170408,24.38600550850416,22.28231859421512,25.789354246155813,20.82571593579556,28.594377918019564,25.702215294173,29.507323355748422,25.212277547502094,24.712961630712947,22.466376568886616,25.349912094077887,20.096419459226883,17.69611318694741,15.771853364823109,21.031677301627884,14.18144887812423,0.8442719208560181,0.6040314969227346,3.00001826224134,2.5303149046161875,0.6308331751158525,0.793380201388586,1.7687474106192251,0.4827211165864328,2.219012763006576,1.1589493581295651,2.0214720161904784,3.1182725171288377,0.0398801475757299,0.2745389153252976,0.8012064405630598,2.5572932828930988,1.207527420079695,2.662746896275644,3.457825352341952,0.8193157896686415,2.276114381580785,1.2346196221140544,2.6051556954091373,1.8274457155599528,0.6167343728597678,2.3093882482571844,1.7377511540560868,3.3786811389954168,1.9819137963544768,2.145758325866974,9.78279088849919,4.181148418541417,1.0732976072944291,1.95452137356574,4.616973725533609,3.0379503685022198,4.54,8.88,10.47,5.13,22.5706550721503,1.6469724716155876
10,23.067486961499792,21.249894234282973,23.464658488872185,18.890570875177684,21.98998745874744,19.4085643896313,23.11205736651267,17.60034025601093,26.73030476035309,23.736948980307403,27.03234964329404,22.508676464733675,27.20722426347853,23.55368775094353,26.34837035961611,21.831504277241688,28.277048940382063,25.805283586839284,26.6356857267124,23.049719091257717,26.121536979750623,24.240471739530644,27.14281181545004,21.132620966905428,30.58342606622121,27.73899158359479,30.42123839314062,27.00086045397589,22.363784449867676,19.355214344934733,24.05192481071527,18.4188169292509,15.826520192184184,13.381017029202605,18.58578524617253,12.169443337340304,1.8329291449789744,0.5876209268235355,0.692691971038138,2.0988502269059803,1.7954745792839797,0.4731415760171714,0.5012844121472741,2.46835944027748,0.3459848934367664,0.8164584788033586,3.4624846542036813,0.9301590291559896,0.3827943658047402,0.5739140118638822,0.2428360558929719,1.402261399508009,0.2153819458598874,0.174179303322591,0.9439093333369282,2.402111147857181,1.725848724026595,2.2366413362946647,3.0412872375626705,2.140365686485112,0.0832047841578697,0.1754080344386537,2.1692739530147493,1.8212726928426288,1.5160848474360749,2.514700542333817,1.8231585796790812,1.763787433108886,2.4852505716224527,2.1530896568335645,6.5540152193465495,4.69832468422165,4.07,6.04,6.12,6.34,23.056523005948108,1.2901275456512693
12,19.00720242170855,16.989800026970826,20.828575676555467,15.23179948457657,22.64644537622013,21.936553174574893,22.75506720354771,19.88028370005628,20.61922984956194,18.092361017006148,21.42651468326969,16.4921133130846,28.43982819118509,25.377987927913058,28.54691368782913,23.573623413758742,31.420215387627294,29.231752136943538,29.312358198272754,27.53961918897587,24.793901133698604,22.60612754990403,25.941003009058697,20.673451865748344,25.146602494350308,22.27104585541177,26.58907609959773,20.4046111757334,22.230065265664727,18.60875786751003,24.38050826137507,17.739558989368096,18.948245137177626,15.998590891940356,22.603485553190552,15.603903900212371,1.034502109324009,0.7142991666211722,2.3381130753075103,2.3031416698532263,1.993484090456373,3.839448516894588,6.126644639728032,3.2574282924366726,1.7857762720736057,2.338309623653031,3.641717796016284,1.9148171368150493,0.2047072522602464,1.161671611759418,1.975810469604267,0.4057054170395752,1.146288792957199,1.5491379947739865,2.8438305517485345,0.6489631133807732,3.2441291799889638,1.6836471383815614,1.8405886468847223,3.17308603818364,0.7241510205361045,2.847165878720149,1.650829019159795,0.7366337862069863,0.7327830023311859,0.3398058289269339,2.1013294013509403,0.2083312055586419,0.9248379535287632,1.3633108864604333,1.6649991405321212,2.428342553956676,6.29,6.96,10.88,3.34,22.330199419710553,1.6564638505802407
27,19.538558740537404,17.24037606592115,19.27070245181814,12.820819094744111,21.36430121299935,19.712797019449287,22.06065029916126,16.98388073236638,21.3854973068405,19.368184521346183,22.55403371889159,17.597428108703742,26.06080244684401,24.07556321105861,25.792967123694165,21.02588941748549,34.37266944651954,31.3321060113704,31.49159987769089,30.627756933065346,24.85297551294661,22.344657385801728,24.92776096179132,19.502122683035736,24.05888199659279,22.13395650316788,26.400647332336376,20.62415619328468,26.0721460188562,22.33982003651274,28.02000095627833,21.96848285165248,18.44897309489944,15.403674875968155,22.612562086035517,14.037319065039837,2.876856786106237,0.8822671061132746,3.798800447062483,2.618357877047287,2.2256404364920472,0.927206103168684,4.6943394793971205,3.8652612391567054,1.4990695084419678,2.572572660252216,5.78365101040308,3.2146953077158456,1.1430871814896917,0.5141023837077467,5.035864741492772,4.113250591568747,0.2705999536550493,0.8755090223272614,0.0,1.407283922630613,0.9127559646228504,2.0576579264131274,2.3723550787065046,2.706275418567139,3.883908237529686,4.426428653781691,5.067857703860828,4.2739015507411455,0.4121457872621004,0.7872462239420631,0.7685404714808131,0.3293104392825501,1.1002921006484272,1.591016979510938,5.485474812140025,4.438992012545681,8.08,7.47,9.85,3.49,22.456242258186315,1.7840618487651252
28,24.441997075807173,21.090283431731528,24.49589814720017,18.33692252177265,24.273763482556635,21.666846029113078,23.27898726423917,18.34341560136611,23.40011100834959,20.81196583274879,23.563798117025573,18.424521635894266,27.344886346682166,24.837760039656605,27.221255988997694,24.1251221699184,25.011067148266125,22.406383120590625,25.471417699943988,21.151025176885163,28.047828072976635,24.763627982418303,28.23033938083992,22.51526290094147,25.841452338988773,23.382955689614818,27.622846451688662,21.212111769907843,20.996115871492517,18.883675592700904,23.942648120414734,17.461073076354413,16.747942575691678,14.777557250081983,20.273115074403496,12.639935837440955,0.8779130256794716,0.1699860398666141,2.315490725396152,2.4953546271573,0.2638917857069144,0.3767748386997294,0.9818416023392222,1.7827150312632292,3.2414953801776543,1.8744524270126248,5.833966644037674,3.127549382035532,0.6057140665692466,0.3430765005049735,0.8271831378758723,0.520928391233016,0.1417197933981656,1.527473003468852,0.3154605061141711,1.7813352982321136,0.940132068942168,0.4172728914735709,3.172111945606838,2.064324347217794,0.281891240254019,0.6915310176034865,1.805469181137352,2.425122854217018,0.7673352149721036,2.872907921615711,2.400372106473021,3.876323585881592,1.1298575811758176,1.9970460364115328,4.700266162679224,1.2307268051591804,4.77,6.08,10.6,3.93,22.417664328463967,1.0547276625530648
33,21.562630329688524,19.44360582250313,22.95431749170514,18.086652146485854,22.283709325156472,21.15928110994668,23.373751832753,19.35124917827509,25.2633822502476,21.779531750850836,24.817939864236354,19.308100097188685,25.71368742370405,22.97382436863473,26.166260553508057,20.65467528918764,28.258032943622908,25.37751783432568,28.014203714769103,24.18199874417476,28.984648881829145,26.97132083828709,29.420747433557047,25.522974385590963,26.601343456489182,23.72362319564384,27.17433170205729,21.670927298486696,23.83106553088542,21.161673597360373,26.733399543857423,20.56285704070506,17.453389327288065,15.088371682194731,20.51192265242872,13.839300768725389,1.0819271094722012,1.5263914587005365,0.8270196383849715,0.945535786995724,1.80654177522539,3.749390162497904,4.364812789246455,5.30019057313857,3.405140425602096,0.5111515602639183,3.1014314624056523,0.870621463299859,1.4609732014893164,0.5361424919652977,0.5206126223020876,0.4667956626679677,0.2991900539259597,0.1580579464006566,3.0370437281609064,0.6656072627395322,1.3876682280541697,0.9584991149128212,0.2341267793383501,2.231320064274839,1.0860852539506312,2.0078738626550794,1.785985634588339,2.971977387894173,0.664142867053761,0.4992570483136392,3.670301322060433,1.7371673641122345,2.6496456067604446,4.017395646065912,7.19139754708887,3.273389314425593,4.4,3.51,8.6,5.58,23.05489581684307,0.9963364296859923
