YEAR,W_1_1,W_1_2,W_1_3,W_1_4,W_2_1,W_2_2,W_2_3,W_2_4,W_3_1,W_3_2,W_3_3,W_3_4,W_4_1,W_4_2,W_4_3,W_4_4,W_5_1,W_5_2,W_5_3,W_5_4,W_6_1,W_6_2,W_6_3,W_6_4,W_7_1,W_7_2,W_7_3,W_7_4,W_8_1,W_8_2,W_8_3,W_8_4,W_9_1,W_9_2,W_9_3,W_9_4,W_10_1,W_10_2,W_10_3,W_10_4,W_11_1,W_11_2,W_11_3,W_11_4,W_12_1,W_12_2,W_12_3,W_12_4,W_13_1,W_13_2,W_13_3,W_13_4,W_14_1,W_14_2,W_14_3,W_14_4,W_15_1,W_15_2,W_15_3,W_15_4,W_16_1,W_16_2,W_16_3,W_16_4,W_17_1,W_17_2,W_17_3,W_17_4,W_18_1,W_18_2,W_18_3,W_18_4,YIELD_1,YIELD_2,YIELD_3,YIELD_4,T,R
7,18.865721482699755,15.739346193373862,20.16137491756684,13.153622022157256,22.421456796779708,20.21237197430734,22.690619952935453,18.027698877430367,21.068837247610496,18.39588035459977,21.5396464736134,16.66215815424508,24.107439058478956,22.413158597307536,24.519368640684736,20.019280305277743,24.7880610514028,23.233044208370053,24.26110094208529,19.469958906247385,24.655122915450093,22.70427711360189,24.64256355278899,19.17695742020013,27.83230609657062,24.717743895844333,28.400699125539745,23.67830482910602,22.43495791121965,19.27891647794638,24.2062687783325,18.165728930912984,16.651435667276665,13.36263447978732,19.773514773487605,11.42790134601019,2.0285977295878617,1.248118112934001,1.3974380583568249,4.069617320251871,1.1410578006518275,2.476089816981296,0.3764570801500117,0.9122631586786578,1.4493040430677189,2.512421875335861,3.604555568232316,4.258827193541969,2.353433851804759,3.1979379464513644,1.401027825105236,7.04426326973096,0.6489222525703405,2.9281916973810005,3.345779936772291,4.516761199945959,2.8077306365469017,3.2510477066044823,4.662352498089954,1.8981576802015176,0.4668123235779541,0.2742341928034296,3.0582068335523074,0.4455472733233536,0.1091555442632842,0.4393329108703255,1.0784555939501648,0.5279774902408029,0.6169045211715555,1.0302515128751737,0.267798507464831,0.955271606129122,10.14,7.1,15.22,0.66,20.9127633186458,3.1713005417670637
15,19.529840516393,17.91724055444416,22.571615621505558,17.100252706628428,21.879615102189824,20.785009019516625,22.92302919941266,19.37359288534919,24.73436500856509,21.584475151978843,24.7040519111172,19.791933638507565,24.392784460731733,22.753807467688706,24.35320001709765,20.494917755392027,25.115332558951376,22.485464890603637,25.255867227691866,19.21747721398586,24.49975798476752,22.05808629767009,25.34014019323124,20.090416104991725,22.226337755592823,19.75953535508885,24.37677846493448,17.703879153174736,21.804603961661936,18.994765475615747,24.366297164628424,17.096346901724274,17.649990186519613,15.8564987589532,20.35184643004015,14.003604358166283,1.5287274903373669,1.945647057075775,7.320486053381545,2.53798671182922,2.37243198414994,1.6023844707334802,4.917277347098762,1.821127792992042,0.5716033531018906,0.094273415258427,1.0398699201785548,2.365492745252383,2.394503481368017,1.577944792652361,5.094930931545632,3.7634426100610696,2.9254429771180246,0.9462480114318548,1.815246519652765,2.054209122303704,0.4362778593983474,2.637197316652725,0.5805045131561595,3.700349347255453,1.300012153919957,3.065615461980268,3.3043000158863243,3.0126447446137674,2.0550724905196542,4.665158102886845,3.740714990626792,2.671399489529846,3.773050270763651,2.3963505767424533,5.123910817573626,1.669383803290418,9.43,6.8,11.37,2.08,21.198409929292,2.3271914568830097
16,16.114193826000005,13.238453684957172,17.9271193642328,11.21200085765538,18.42259343013525,16.538324547352573,20.016775323549588,14.23038590421326,24.17296652129537,21.168090142596206,23.8047605211025,18.18025924299489,28.052039522307457,26.13887809051389,27.14451522691681,24.867054973402876,25.85880335016681,23.505273053633257,26.23655272714729,21.205753523984843,26.57442845929449,23.40507485919715,26.403969563044107,20.96008232839507,22.74073251622844,19.90030931971433,24.07443136617643,17.64763740121964,21.002905896460064,18.06851829746896,23.79316532341515,16.49841256517538,17.64356415253607,15.118405410397177,20.954045500024343,13.66176217813612,1.653603983842918,1.8168728442925557,3.320374063966747,3.576074584376264,2.6522307649502284,1.6081584951479482,1.8750576755606656,1.7962450100444496,1.0852010672128087,2.8171916963055117,10.269489871552729,5.628800608164514,0.8289542816839003,3.281101731505859,3.4934056297575298,5.820672629758882,1.694181457044274,1.7534866832733464,3.020145695763643,3.808784249397684,0.1874977330626279,3.422824514458925,0.8881146231176222,1.712933419330542,1.5972035492216157,1.0303342676081728,4.231312112152438,1.2158321226868265,2.4200806194360758,2.499346896219405,5.388499321811618,2.364936268433076,3.79844204028309,2.197795293944103,6.147685687108532,4.909165496501225,7.54,6.03,11.39,0.76,20.735617749195587,2.49267522067957
20,19.15416053914191,16.701865253795614,20.094026236658387,13.87074255553461,20.01479848445492,17.151282611609197,20.50356452372834,14.40028509458747,26.85815319786509,24.82302248558514,25.48656334560492,22.790844403367284,23.122884783633687,20.50124818907912,23.404848857454603,18.534440117750385,25.66204991346051,23.982930968219215,25.781813516042064,22.54447267166602,21.701677863525543,19.54631834174424,23.531622378891207,16.502260028706907,27.19413089576505,24.40882897854193,28.64149608191841,22.65862896967781,20.663142280370245,18.229914363200084,23.1048072572688,16.193804002628262,17.312401218540355,15.323040911974848,20.42436174204297,13.204341552023438,1.997854690645014,1.2407395134845824,3.2359416767088893,2.9045478523107944,1.6810141776391572,1.3044034729050644,2.9470982387260967,2.0500704316500293,0.3672607098886044,0.7888878087488066,4.568617795442736,2.597753670144404,1.5509403586185069,3.268767713648807,2.1958463931850454,4.259378003439147,2.280563435098776,0.3635740403913262,1.9869758244234024,4.58276942432895,1.483794816410983,1.320726788166848,1.49330815065791,3.097947412037443,1.0330819642959523,4.202503464967593,1.497931919732958,1.7373857489897833,1.8321931942909264,2.4901640003811143,3.532891768307688,6.466300640271056,4.293878722818477,1.184855354482824,9.256381722062716,5.258774619945229,8.2,5.99,11.2,0.92,20.945132628223845,2.3237160300339283
30,20.541002123113305,18.681664676722217,21.41782627115189,15.612207182653496,20.738132342287507,18.45466755724909,21.21029343482236,16.211257883785994,22.0812221366209,19.70201409076393,22.00705082658575,16.81724869837394,21.648666335716957,18.724658472208507,22.1165388064748,17.31364955116398,24.253182768216,21.704369333398542,24.610804935537452,19.850593183114054,23.702909625931785,21.815410769144947,24.275921487260053,18.53060264464919,23.76455057770854,21.96316665477292,24.1885699963072,18.207590286387852,22.20643445910432,19.769985672311567,25.279597885397184,19.74065157426221,16.962884087843594,14.3388296772535,20.41100912270449,12.260026921146569,0.1316046853549988,1.5324153315359608,1.9359989131200444,0.644626746334529,1.264707170422822,1.6302227307873955,4.749801935490875,2.1941038069311984,1.9056463334396945,2.069010747014312,0.9318340889306194,1.6237086141994272,3.857559517420884,2.256948331270612,3.9030471181179207,2.452885686542272,1.29845334922875,1.8902841847087253,1.974160324452644,3.79781889931174,1.506058444691875,1.0389316244645193,2.586449100436892,4.24217409773644,0.5285023536218958,1.4216588810608706,3.8762667215673416,1.5845714082813678,2.7315179985268667,2.214148140076296,5.068166859559794,1.1303917217958674,0.9439136482862214,0.7425206425764053,5.613762713529856,1.03456033508336,8.51,4.58,13.58,0.0,20.30875533478185,2.567064223198606
42,22.4011641173832,20.260323811512983,24.21916757108394,18.24924604370056,20.718992075988037,18.3543411638912,21.77601671944314,15.764767441550289,22.502793152072822,20.47844375355367,23.437072990488645,18.81173651802875,26.03313653369297,24.57630917875558,26.277705324929496,22.072000289267773,22.01460869479219,18.40501170062527,24.04888830204577,16.445169724876635,23.124501408268955,21.02267205394947,24.52144351242165,18.70624352474276,24.906211958796813,21.74449596895063,25.751730466148484,19.68680161041003,21.89206703271423,18.895433874217773,24.56761099946085,16.416123586023637,16.150305969480435,13.172277100528987,19.60788790745092,10.200553814093649,1.9936045620341027,1.6737062385120136,1.8876601579648784,2.904266384332824,1.81880275265402,0.8231103150014087,5.844257982496387,6.8463604546250085,3.190894192377523,1.297404667115608,1.0242833948215422,4.252822491354362,2.163469320933161,2.373186427976866,1.3411146361046065,2.272278059056487,1.554845465594204,3.54670954358362,3.743372002215922,2.085530411294151,0.710349712233205,2.72237244974521,3.311694005701417,2.535687400495757,1.737049995151159,1.0550294147838155,3.165854233084019,3.4399695598010647,1.49217622495127,0.5837318602715829,2.935940318138417,2.399031130191415,4.680673735727749,3.5493963897762675,6.263672078374252,6.0672044740573,8.1,5.52,11.82,0.0,20.755923774870617,2.3633841195778835
74,19.92361486253259,18.232812115263872,21.069501616554724,15.296134526806828,22.26331035472686,20.13065668380832,23.213582562819425,18.29199595764867,24.629936746718947,22.75110132119995,25.03096382582444,21.51760942875791,23.972357547078065,21.48246387880245,24.132498345898732,18.51783547074808,26.1253327710016,24.20713424218633,25.314039379790504,21.03325204546109,23.9582547185332,22.57158062152341,25.542111933907456,19.52850303206784,20.54585576329746,17.4235378195674,21.62168095847448,13.297425593344396,24.220794040099943,21.242673776720157,26.462286118485917,19.0240043627496,17.25329501899432,14.847091951405195,19.839544707770997,13.60231760198561,0.4257815632959287,2.0289072759023514,3.679107194201196,2.1712790103079347,1.3907974123265008,1.5820112021920727,3.665281887062223,3.384198189244718,2.247375730009546,3.763216466401556,3.308697183898025,3.5097303517333587,2.4665970565481645,0.6147898020493543,1.4601399674569877,2.3527082491223767,0.4252169213219037,0.864176178909605,3.047203993241877,5.22950996980323,1.328974174499229,2.7454242347004327,2.731828221665596,6.806727512922824,3.387873277289968,3.776840193811686,5.643807023196379,1.8550934148977836,0.3108462357144291,0.0970329932432652,1.8819998807035565,0.0408678377608251,2.2894877294189557,1.9630821940912984,4.977824328673817,1.0304927555232366,6.85,6.43,14.6,0.57,21.0588081028488,2.506108023520132
82,19.21093354594721,16.917754914603872,20.889155661161297,13.475304883344467,23.240691308879686,20.48572735539333,23.648318045248715,17.732126877195025,24.22943276982513,22.37068545609619,24.009995743870075,20.133594903492828,23.391189031429896,21.32831546428896,23.694093660835307,18.840504259577838,31.305871143109854,27.791848721506227,29.216780714866097,25.61397124807749,23.267966413005563,20.734111987091502,25.29894119780694,18.92718047193045,21.5555150917396,18.10334886638348,23.286796368002022,16.098846490087688,20.85820719601256,18.60276462914268,22.830637361589275,15.9832114027078,17.464769196808643,14.704268498241577,20.771553145934984,13.27395311921409,4.020156315940668,2.326581992667208,6.969600753736323,3.712146018228141,0.6599717014600006,0.2598520372543643,0.4613201404053175,0.5295958051457792,1.4521057968691526,3.235709996578854,4.560035775660992,3.049686374621113,3.487826781550699,1.0901496531063428,2.5775268616098086,3.835276402342065,0.2071224720868975,0.0,0.0,0.9907806395815474,2.039506066681552,4.133635489477509,4.705165375454572,6.910804740938213,0.6564871826374648,0.6128639438495707,3.624385710626311,1.1927180908914692,0.9852529382238308,4.143137360481762,2.5327623538944755,2.611748658810754,3.210845908798468,2.498724519225388,4.434035842068979,5.0496249696109645,9.5,5.9,11.41,0.12,21.09134353179023,2.498149540235767
97,16.417875373222135,13.639691366179672,18.201602991731903,11.748807859071842,20.742236139628435,17.339554854778054,22.100281260325364,15.537716788142175,22.08187261225441,19.59606574070637,23.15194646141608,18.446191818829483,23.779303457377694,22.37610631797562,24.22655199216599,20.833327622177688,24.988624588995293,22.963517092544595,25.890753171725937,19.992453520004226,22.506442390700503,20.278776049987474,23.611430831934424,18.44190505583177,26.65659244595115,24.725105149749226,28.427961137404488,24.135481446063427,21.051363275817497,17.868791020074934,23.22465170086442,16.000472789120717,19.991089391082102,17.431888962834286,22.96875751349677,16.65675282158443,2.366741569279527,4.013212540246424,3.7376147584836503,1.9205938649001184,2.172077722710371,1.183251788080852,0.9406278581903214,4.049552910480239,1.4778073125538655,1.1436800933484377,1.9839412188571175,4.975911637690836,3.293350227356682,1.8073057985955687,1.8989350508158356,3.977226520678196,1.293670151441298,2.0731113056481627,0.566641043444896,5.620228783802084,1.459138860141983,2.5792002526087296,3.786874149787804,3.3743814437799715,0.9398508527851408,1.4700707313553545,1.8861439867060887,4.98078773127863,0.261686618885164,0.608168562929988,2.6749436434129774,0.22314657768245,0.381127838276759,0.6536751495074925,4.487656959582633,1.154688672511809,5.92,4.88,10.29,0.68,20.77866508365973,2.644171965675101
104,18.7282236391902,16.53730599327328,19.750943962827392,13.848398987596374,22.315369469005876,20.674553181913115,23.557335488589334,18.243517022891023,25.843893150069743,22.53536899219969,26.19861809437723,21.24428096303852,26.597937715029325,25.34756594232637,25.925095383705692,22.33495223664099,24.511204706874715,22.57414942386475,24.55252401315244,20.05119863549609,23.409314366383136,20.765426792094527,24.68934955191613,19.50499216610856,23.018058302133756,19.818748549862185,24.271096535511077,16.51130053650777,16.901275758068476,13.611824044665932,19.605281024133117,10.106623013967804,17.79219515470477,14.753506356734704,20.56264273905608,12.492200359661348,0.7636950766965511,2.094135673232929,2.25587109641177,2.13802527048948,1.1366456900099116,1.132680105097865,3.676099666254808,4.268603156574118,0.2185791391315454,1.3141719810062609,1.1920994078414466,2.344348639084991,3.0535308816248024,0.7141122685337422,4.220245359034723,5.167122721166646,2.6082071048872484,4.018983445807468,3.7384235669168384,1.0785967757355646,2.7657537413724205,2.58715464980601,2.225915313436312,4.217262779217773,0.5288773581349315,0.3058185693766233,2.159169532463496,4.459596575063733,3.8490465317330034,1.2352029601440495,5.801867070001036,5.2786809500542615,0.2693281578558618,0.4339737350216094,1.659378631724573,1.0805477687309435,10.41,3.92,12.26,0.0,20.53295200704365,3.032942383961629
